취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류,자치구
2022-01-01,43.0,신장장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,63.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,82.0,청각장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,52.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,60.0,지체장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,61.0,지체장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,59.0,시각장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,62.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,71.0,시각장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,63.0,청각장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,51.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,49.0,뇌병변장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,64.0,시각장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,64.0,지체장애,중증,서울 마포구,청소 및 기타 개인서비스직,마포구
2022-01-01,47.0,청각장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,41.0,지체장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,78.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,66.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,63.0,뇌병변장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,50.0,시각장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,51.0,시각장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,56.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,42.0,지적장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,65.0,지체장애,경증,서울 마포구,돌봄 서비스직(간병·육아),마포구
2022-01-01,74.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,66.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,51.0,뇌병변장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,41.0,뇌병변장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-01,60.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-18,27.0,뇌전증장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-01-24,67.0,지체장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-08-01,26.0,지적장애,중증,서울 동대문구,영업·판매직,동대문구
2022-02-11,52.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-02-11,70.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-01-10,31.0,시각장애,경증,서울 금천구,청소 및 기타 개인서비스직,금천구
2022-08-08,36.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-06-02,23.0,지체장애,중증,서울 용산구,청소 및 기타 개인서비스직,용산구
2022-04-11,32.0,시각장애,중증,서울 종로구,보건·의료직,종로구
2022-02-01,60.0,지체장애,경증,서울 중랑구,청소 및 기타 개인서비스직,중랑구
2022-02-09,39.0,뇌병변장애,중증,서울 구로구,경영·행정·사무직,구로구
2022-05-27,45.0,지체장애,경증,서울 영등포구,경호·경비직,영등포구
2022-09-13,34.0,뇌병변장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-02-07,40.0,신장장애,경증,서울 마포구,경영·행정·사무직,마포구
2022-08-01,60.0,지체장애,경증,서울 양천구,경호·경비직,양천구
2022-09-01,70.0,지체장애,경증,서울 양천구,경영·행정·사무직,양천구
2022-09-01,60.0,지체장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-08-21,68.0,지체장애,경증,서울 양천구,경호·경비직,양천구
2022-05-01,69.0,지체장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-05-02,66.0,심장장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-05-13,71.0,지체장애,경증,서울 양천구,경호·경비직,양천구
2022-04-04,71.0,시각장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-04-01,65.0,청각장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-04-23,69.0,청각장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-03-21,61.0,지체장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,71.0,시각장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,72.0,지체장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,60.0,지체장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,74.0,청각장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,58.0,뇌병변장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-01,61.0,정신장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-03-11,61.0,지체장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-05,67.0,뇌병변장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-06,58.0,지체장애,경증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-01-03,31.0,지체장애,경증,서울 서대문구,경영·행정·사무직,서대문구
2022-03-21,56.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,48.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,30.0,시각장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,66.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,60.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,54.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,76.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,75.0,시각장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,70.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,54.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,64.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,59.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,58.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,31.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,50.0,안면장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,73.0,시각장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,61.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,68.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,43.0,뇌병변장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,50.0,시각장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,48.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,64.0,청각장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,34.0,뇌병변장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,30.0,시각장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,59.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,56.0,청각장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,70.0,뇌병변장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,70.0,시각장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,35.0,자폐성장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,39.0,뇌병변장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,63.0,지체장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,61.0,청각장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,40.0,지적장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,36.0,뇌병변장애,중증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,67.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-01,40.0,뇌병변장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-01-03,63.0,지체장애,경증,서울 종로구,경영·행정·사무직,종로구
2022-10-04,65.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-07-13,40.0,언어장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-21,18.0,지적장애,중증,서울 서초구,경영·행정·사무직,서초구
2022-11-21,21.0,자폐성장애,중증,서울 강서구,음식 서비스직,강서구
2022-11-21,21.0,지적장애,중증,서울 관악구,음식 서비스직,관악구
2022-11-01,29.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,66.0,간장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,54.0,안면장애,경증,서울 구로구,청소 및 기타 개인서비스직,구로구
2022-11-01,69.0,지체장애,경증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-10-04,62.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-07-12,63.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-21,21.0,자폐성장애,중증,서울 강서구,음식 서비스직,강서구
2022-11-21,18.0,지적장애,중증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-11-01,67.0,장루요루장애,경증,서울 금천구,청소 및 기타 개인서비스직,금천구
2022-11-01,66.0,시각장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-01,23.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,36.0,뇌병변장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-10-06,52.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-06,22.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-04,72.0,청각장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-12-05,47.0,정신장애,경증,서울 광진구,청소 및 기타 개인서비스직,광진구
2022-12-01,19.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-21,19.0,지적장애,중증,서울 종로구,관리직(임원·부서장),종로구
2022-11-21,21.0,지적장애,중증,서울 종로구,관리직(임원·부서장),종로구
2022-11-14,64.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-11,49.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-11,52.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,40.0,언어장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-20,55.0,정신장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-11,29.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-11,76.0,지체장애,경증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-10-06,61.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-09-01,75.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-21,19.0,자폐성장애,중증,서울 강서구,건설·채굴직,강서구
2022-11-01,60.0,지체장애,경증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-11-01,72.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,62.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,59.0,신장장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,33.0,지체장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,65.0,안면장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-19,45.0,정신장애,중증,서울 관악구,청소 및 기타 개인서비스직,관악구
2022-12-01,59.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-23,18.0,자폐성장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-01,28.0,뇌병변장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,31.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-19,28.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-07,62.0,청각장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-06,53.0,신장장애,경증,서울 송파구,청소 및 기타 개인서비스직,송파구
2022-10-01,64.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-12-12,41.0,청각장애,중증,서울 광진구,청소 및 기타 개인서비스직,광진구
2022-11-21,19.0,자폐성장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,52.0,신장장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,67.0,신장장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-01,62.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-07,52.0,시각장애,중증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-10-06,39.0,언어장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-06,50.0,신장장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-28,18.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,64.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,43.0,언어장애,경증,서울 강북구,청소 및 기타 개인서비스직,강북구
2022-11-01,71.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-07,32.0,정신장애,중증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-10-06,24.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-12-05,18.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-12-05,18.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,68.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,30.0,정신장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,31.0,정신장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,56.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,68.0,지체장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-18,60.0,지체장애,경증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-10-05,62.0,지체장애,경증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-09-01,44.0,지체장애,경증,서울 은평구,청소 및 기타 개인서비스직,은평구
2022-11-01,70.0,청각장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,66.0,지체장애,경증,서울 동대문구,청소 및 기타 개인서비스직,동대문구
2022-11-01,72.0,시각장애,경증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-11-01,54.0,지체장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-05,60.0,지체장애,경증,서울 강동구,청소 및 기타 개인서비스직,강동구
2022-11-01,69.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,63.0,지체장애,경증,서울 강북구,청소 및 기타 개인서비스직,강북구
2022-10-05,65.0,청각장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-05,24.0,지적장애,중증,서울 강동구,청소 및 기타 개인서비스직,강동구
2022-11-01,54.0,뇌병변장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,63.0,지체장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-07,34.0,뇌병변장애,중증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-10-07,71.0,언어장애,경증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-10-07,67.0,뇌병변장애,중증,서울 송파구,청소 및 기타 개인서비스직,송파구
2022-11-21,64.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,23.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,67.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,42.0,지적장애,중증,서울 동대문구,청소 및 기타 개인서비스직,동대문구
2022-11-01,75.0,시각장애,경증,서울 강북구,청소 및 기타 개인서비스직,강북구
2022-10-13,64.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-10-04,55.0,시각장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-12-01,69.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-15,19.0,지적장애,중증,서울 양천구,청소 및 기타 개인서비스직,양천구
2022-11-01,65.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-01,62.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,61.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,61.0,지체장애,경증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-11-01,40.0,지적장애,중증,서울 강서구,청소 및 기타 개인서비스직,강서구
2022-11-01,51.0,지체장애,경증,서울 금천구,청소 및 기타 개인서비스직,금천구
2022-10-06,24.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-06,38.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-21,20.0,지적장애,중증,서울 성북구,관리직(임원·부서장),성북구
2022-11-01,60.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,65.0,지체장애,경증,서울 동대문구,청소 및 기타 개인서비스직,동대문구
2022-11-01,73.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,72.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-24,31.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-11,40.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-21,20.0,자폐성장애,중증,서울 종로구,관리직(임원·부서장),종로구
2022-11-08,66.0,시각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,26.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-01,53.0,정신장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-10-04,64.0,지체장애,경증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-08-01,69.0,지체장애,경증,서울 종로구,건설·채굴직,종로구
2022-11-21,18.0,자폐성장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-11-21,19.0,지적장애,중증,서울 종로구,관리직(임원·부서장),종로구
2022-11-21,21.0,지적장애,중증,서울 종로구,관리직(임원·부서장),종로구
2022-05-17,69.0,뇌병변장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-02,31.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-19,24.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,67.0,정신장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,70.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-07-07,56.0,지체장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-07-01,62.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-07-01,74.0,청각장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-04-11,75.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,62.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,28.0,정신장애,중증,서울 강동구,예술·디자인·방송직,강동구
2022-04-11,73.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-07-01,63.0,언어장애,경증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-07-01,50.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-06-07,43.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-04-11,28.0,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,69.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,36.0,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,70.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,65.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-06-15,40.0,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-06-15,24.0,지적장애,중증,서울 송파구,청소 및 기타 개인서비스직,송파구
2022-06-03,68.0,시각장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,21.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,67.0,국가유공,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,27.0,청각장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,49.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,53.0,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,72.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-05-10,54.0,시각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-02,65.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-21,27.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-18,71.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,45.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,28.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,67.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,27.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,62.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,65.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,61.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,60.0,지체장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-07,45.0,자폐성장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,30.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-04-07,66.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,30.0,지적장애,중증,서울 동작구,청소 및 기타 개인서비스직,동작구
2022-04-04,34.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-04,72.0,뇌병변장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-04,63.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-06-14,69.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-01,44.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-18,62.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,28.0,정신장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,68.0,뇌병변장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-13,65.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,62.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,51.0,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,62.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-07,32.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,66.0,국가유공,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,74.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-07,61.0,시각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,63.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-06-08,27.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-09,21.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,71.0,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,69.0,뇌병변장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,57.0,지체장애,중증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-04,68.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-04,59.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-06-22,73.0,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,66.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,45.0,지적장애,중증,서울 강동구,청소 및 기타 개인서비스직,강동구
2022-04-11,45.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,40.0,언어장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,26.0,정신장애,중증,서울 강북구,경영·행정·사무직,강북구
2022-04-07,33.0,정신장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,69.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,63.0,시각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-04,73.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-01,64.0,시각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-16,69.0,지체장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-05-09,26.0,지적장애,중증,서울 종로구,청소 및 기타 개인서비스직,종로구
2022-05-01,68.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,33.0,정신장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,54.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,26.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,62.0,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-11,27.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,54.0,뇌병변장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,64.0,뇌병변장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-11,47.0,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직,강남구
2022-04-07,60.0,지체장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-07,39.0,지적장애,중증,서울 강북구,경영·행정·사무직,강북구
2022-04-07,70.0,청각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-04-06,72.0,뇌병변장애,중증,서울 강북구,청소 및 기타 개인서비스직,강북구
2022-04-05,53.0,시각장애,경증,서울 노원구,청소 및 기타 개인서비스직,노원구
