사업장명,모집직종,고용형태,임금형태,임금,입사형태,사업장 주소,기업형태,담당기관
에이피알 커뮤니케이션즈,환경 미화원,계약직,월급,1010100.0,무관,서울특별시 송파구 올림픽로 300 롯데월드타워 36층(신천동),중소,서울동부지사
보인고등학교,환경 미화원,계약직,월급,2080000.0,경력,서울특별시 송파구 오금로49길 18 (오금동),"공사,공공",서울동부지사
쿠팡 주식회사,정보시스템 운영자,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
서울아산병원,안마사,시간제,시급,9620.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
(사)한국건강관리협회 서울특별시강남지부,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,2000000.0,무관,"서울특별시 송파구 올림픽로 269 5층 (신천동, 롯데캐슬골드)",중소,서울동부지사
(주)파리크라상 라그릴리아 현대시티몰 가든파이브점,주방 보조원(일반 음식점),상용직,시급,9620.0,무관,서울특별시 송파구 충민로 66 (문정동) 5층,대기업,서울동부지사
쿠팡 주식회사,홈페이지 자료관리원(정보검색 포함),계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,환경·청소 관리자,계약직,월급,1500000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,환경 미화원,계약직,월급,1100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,영업 기획·관리·지원 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,환경 미화원,계약직,월급,2270000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
(주)코틴기획,기타 시각 디자이너(디자인 보조원 포함),상용직,시급,9620.0,무관,서울특별시 송파구 삼학사로 87 (삼전동) 5층,개인,서울동부지사
쿠팡풀필먼트서비스유한회사,환경 미화원,계약직,월급,2320000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기북부지사
(사단법인)대한전기협회,총무 및 일반 사무원,상용직,연봉,27000000.0,신입,서울특별시 송파구 중대로 113 경영기획처,중소,서울동부지사
쿠팡 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,1243000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,기타 서비스 단순종사원,계약직,월급,1243000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,대구직업능력개발원
현대시티몰 가든파이브점,총무 및 일반 사무원,상용직,월급,2390000.0,무관,서울특별시 송파구 충민로 66 (문정동),대기업,서울동부지사
(사단법인)대한전기협회,총무 및 일반 사무원,상용직,연봉,27000000.0,무관,서울특별시 송파구 중대로 113 경영기획처,중소,서울동부지사
(주)은광,물건·이삿짐 운반원,상용직,시급,9620.0,무관,서울특별시 송파구 송파대로 375 (석촌동),중소,서울남부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,인천지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울북부지사
버즈빌,재무 사무원,계약직,월급,1050000.0,무관,서울특별시 송파구 석촌호수로 272 (송파동) MY 빌딩,개인,서울동부지사
쿠팡 주식회사,사무 보조원,계약직,월급,1010100.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,기타 서비스 단순종사원,계약직,월급,1250000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
오픈핸즈주식회사,재무 사무원,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,기타 건물 관리원,계약직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
쿠팡 주식회사,총무 및 일반 사무원,계약직,월급,1020000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
건아정보기술주식회사,사무 보조원,계약직,월급,759980.0,무관,"서울특별시 송파구 올림픽로 507 (풍납동), 건아빌딩",중소,부산지역본부
